keynum,methodName,methodOfClass,projectName,SIZE,LCOM1,LCOM2,LCOM4,COH,CC,DR,NOAV,WMA,code
3765,init(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\network\http\HttpContext.java,xdm,53,1363,1348,44,0.0425,0.0157,0.5,20,4,"public void init(){
  if (!init) {
    Logger.log(""Context initialized"");
    System.setProperty(""http.auth.preference"",""ntlm"");
    try {
      try {
        sslContext=SSLContext.getInstance(""TLS"");
      }
 catch (      Exception e) {
        e.printStackTrace();
        sslContext=SSLContext.getInstance(""SSL"");
      }
      TrustManager[] trustAllCerts=new TrustManager[]{new X509ExtendedTrustManager(){
        @Override public void checkClientTrusted(        X509Certificate[] chain,        String authType) throws CertificateException {
        }
        @Override public void checkServerTrusted(        X509Certificate[] chain,        String authType) throws CertificateException {
        }
        @Override public X509Certificate[] getAcceptedIssuers(){
          return null;
        }
        @Override public void checkClientTrusted(        X509Certificate[] chain,        String authType,        Socket socket) throws CertificateException {
        }
        @Override public void checkClientTrusted(        X509Certificate[] chain,        String authType,        SSLEngine engine) throws CertificateException {
        }
        @Override public void checkServerTrusted(        X509Certificate[] chain,        String authType,        Socket socket) throws CertificateException {
        }
        @Override public void checkServerTrusted(        X509Certificate[] chain,        String authType,        SSLEngine engine) throws CertificateException {
        }
      }
};
      sslContext.init(null,trustAllCerts,new SecureRandom());
      HttpsURLConnection.setDefaultSSLSocketFactory(sslContext.getSocketFactory());
    }
 catch (    Exception e) {
      Logger.log(e);
    }
    Authenticator.setDefault(new Authenticator(){
      protected PasswordAuthentication getPasswordAuthentication(){
        System.out.println(""Called on "" + getRequestorType() + "" scheme: ""+ getRequestingScheme()+ "" host: ""+ getRequestingHost()+ "" url: ""+ getRequestingURL()+ "" prompt: ""+ getRequestingPrompt());
        if (getRequestorType() == RequestorType.SERVER) {
          PasswordAuthentication pauth=CredentialManager.getInstance().getCredentialForHost(getRequestingHost());
          return pauth;
        }
 else {
          return CredentialManager.getInstance().getCredentialForProxy();
        }
      }
    }
);
    init=true;
  }
}
"
3767,parse(String),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\network\http\HttpHeader.java,xdm,7,13,5,3,0.3429,0.155,0,4,2,"public static HttpHeader parse(String str){
  int index=str.indexOf("":"");
  if (index < 0)   return null;
  String key=str.substring(0,index);
  String val=str.substring(index + 1);
  return new HttpHeader(key,val);
}
"
3774,JavaHttpClient(String),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\network\http\JavaHttpClient.java,xdm,6,14,13,5,0.1905,0.0222,1,4,1,"public JavaHttpClient(String url){
  super();
  this._url=url;
  this.requestHeaders=new HeaderCollection();
  this.responseHeaders=new HeaderCollection();
}
"
3775,connect(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\network\http\JavaHttpClient.java,xdm,29,355,304,5,0.0733,0.0443,0.454545455,16,7,"public void connect() throws IOException {
  HttpContext.getInstance().init();
  WebProxy webproxy=ProxyResolver.resolve(_url);
  URL url=new URL(_url);
  this.realURL=url;
  if (webproxy != null) {
    Proxy proxy=new Proxy(webproxy.isSocks() ? Proxy.Type.SOCKS : Proxy.Type.HTTP,new InetSocketAddress(webproxy.getHost(),webproxy.getPort()));
    hc=(HttpURLConnection)url.openConnection(proxy);
  }
 else {
    hc=(HttpURLConnection)url.openConnection();
  }
  Iterator<HttpHeader> headers=requestHeaders.getAll();
  while (headers.hasNext()) {
    HttpHeader header=headers.next();
    hc.addRequestProperty(header.getName(),header.getValue());
  }
  hc.setInstanceFollowRedirects(false);
  this.statusCode=hc.getResponseCode();
  this.statusMessage=hc.getResponseMessage();
  Map<String,List<String>> responseHeaderMap=hc.getHeaderFields();
  Iterator<String> headerIterator=responseHeaderMap.keySet().iterator();
  while (headerIterator.hasNext()) {
    String key=headerIterator.next();
    if (key == null)     continue;
    List<String> headerValues=responseHeaderMap.get(key);
    Iterator<String> headerValueIterator=headerValues.iterator();
    while (headerValueIterator.hasNext()) {
      String value=headerValueIterator.next();
      HttpHeader header=new HttpHeader(key,value);
      this.responseHeaders.addHeader(header);
    }
  }
}
"
3780,"WebProxy(String,int)",D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\network\http\WebProxy.java,xdm,6,15,15,6,0.1667,0,0,4,1,"public WebProxy(String host,int port){
  super();
  this.host=host;
  this.port=port;
}
"
3789,dispose(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\network\http\XDMHttpClient.java,xdm,8,26,24,6,0.1667,0.0741,1,3,6,"@Override public void dispose(){
  if (closed)   return;
  closed=true;
  try {
    if (in.isStreamFinished() && keepAliveSupported) {
      releaseSocket();
      return;
    }
  }
 catch (  Exception e) {
  }
  try {
    this.socket.close();
  }
 catch (  Exception e) {
  }
}
"
3791,connect(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\network\http\XDMHttpClient.java,xdm,48,1035,942,9,0.0551,0.0387,0.5,17,9,"@Override public void connect() throws IOException {
  try {
    int port=_url.getPort();
    String portStr=(port == 80 || port == 443) ? """" : "":"" + port;
    requestHeaders.setValue(""host"",_url.getHost() + portStr);
    Socket sock=KeepAliveConnectionCache.getInstance().getReusableSocket(_url.getHost(),_url.getPort());
    boolean reusing=false;
    if (sock == null) {
      Logger.log(""Creating new socket"");
      this.socket=createSocket();
    }
 else {
      reusing=true;
      Logger.log(""Reusing existing socket"");
      this.socket=sock;
    }
    OutputStream sockOut=socket.getOutputStream();
    InputStream sockIn=socket.getInputStream();
    String reqLine=""GET "" + _url.getPathAndQuery() + "" HTTP/1.1"";
    StringBuffer reqBuf=new StringBuffer();
    reqBuf.append(reqLine + ""\r\n"");
    requestHeaders.appendToBuffer(reqBuf);
    reqBuf.append(""\r\n"");
    Logger.log(""Sending request:\n"" + reqBuf);
    sockOut.write(StringUtils.getBytes(reqBuf));
    sockOut.flush();
    statusLine=NetUtils.readLine(sockIn);
    String[] arr=statusLine.split("" "");
    this.statusCode=Integer.parseInt(arr[1].trim());
    if (arr.length > 2) {
      this.statusMessage=arr[2].trim();
    }
 else {
      this.statusMessage="""";
    }
    Logger.log(statusLine);
    responseHeaders.loadFromStream(sockIn);
    length=NetUtils.getContentLength(responseHeaders);
    in=new FixedRangeInputStream(NetUtils.getInputStream(responseHeaders,socket.getInputStream()),length);
    StringBuffer b2=new StringBuffer();
    responseHeaders.appendToBuffer(b2);
    if (reusing) {
      Logger.log(""Socket reuse successfull"");
    }
    Logger.log(b2);
    keepAliveSupported=!""close"".equals(responseHeaders.getValue(""connection""));
  }
 catch (  HostUnreachableException e) {
    e.printStackTrace();
    throw new NetworkException(""Unable to connect to server"");
  }
catch (  Exception e) {
    e.printStackTrace();
    throw new NetworkException(e.getMessage());
  }
}
"
3793,createSocket(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\network\http\XDMHttpClient.java,xdm,6,10,5,3,0.4444,0.1667,0.4,1,2,"private Socket createSocket() throws IOException {
  Socket socket=SocketFactory.createSocket(_url.getHost(),_url.getPort());
  if (_url.getProtocol().equalsIgnoreCase(""https"")) {
    socket=SocketFactory.wrapSSL(socket,_url.getHost(),_url.getPort());
  }
  return socket;
}
"
3796,AboutPage(XDMFrame),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\ui\components\AboutPage.java,xdm,32,360,224,2,0.1138,0.1398,0.666666667,7,1,"public AboutPage(XDMFrame xframe){
  super(StringResource.get(""TITLE_ABOUT""),350,xframe);
  int y=0;
  int h=0;
  JPanel panel=new JPanel();
  panel.setLayout(null);
  panel.setOpaque(false);
  y+=10;
  h=50;
  JLabel lblTitle=new JLabel(StringResource.get(""FULL_NAME""));
  lblTitle.setFont(FontResource.getBiggerFont());
  lblTitle.setForeground(Color.WHITE);
  lblTitle.setBounds(15,y,350 - 30,h);
  panel.add(lblTitle);
  y+=h;
  y+=20;
  String details=String.format(StringResource.get(""ABOUT_DETAILS""),XDMApp.APP_VERSION,System.getProperty(""java.version""),System.getProperty(""os.name""),""http://xdman.sourceforge.net"");
  h=250;
  JTextArea lblDetails=new JTextArea();
  lblDetails.setOpaque(false);
  lblDetails.setWrapStyleWord(true);
  lblDetails.setLineWrap(true);
  lblDetails.setEditable(false);
  lblDetails.setForeground(Color.WHITE);
  lblDetails.setText(details);
  lblDetails.setFont(FontResource.getBigFont());
  lblDetails.setBounds(15,y,350 - 30,h);
  panel.add(lblDetails);
  y+=h;
  panel.setPreferredSize(new Dimension(350,y));
  panel.setBounds(0,0,350,y);
  jsp.setViewportView(panel);
}
"
3800,paint(Graphics),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\ui\components\CircleProgressBar.java,xdm,24,202,128,9,0.0855,0.1009,1,8,3,"@Override public void paint(Graphics g){
  Graphics2D g2=(Graphics2D)g;
  if (g2 == null) {
    return;
  }
  g2.setRenderingHint(RenderingHints.KEY_ANTIALIASING,RenderingHints.VALUE_ANTIALIAS_ON);
  int sweep_angle=(int)(((float)value * 360) / 100);
  g2.setColor(Color.GRAY);
  g2.setStroke(stroke);
  g2.drawArc(padding,padding,getWidth() - 2 * padding,getHeight() - 2 * padding,90,-360);
  if (value > 0) {
    g2.setColor(foreColor);
    g2.drawArc(padding,padding,getWidth() - 2 * padding,getHeight() - 2 * padding,90,-sweep_angle);
  }
  g2.setFont(FontResource.getItemFont());
  FontMetrics fm=g2.getFontMetrics();
  String str=value + ""%"";
  int w=(int)fm.getStringBounds(str,g2).getWidth();
  LineMetrics lm=fm.getLineMetrics(str,g2);
  int h=(int)(lm.getAscent() + lm.getDescent());
  g2.drawString(str,(getWidth() - w) / 2,((getHeight() + h) / 2) - lm.getDescent());
}
"
3806,init(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\ui\components\CustomButton.java,xdm,6,14,13,4,0.2,0.0238,0.5,0,1,"private void init(){
  rolloverBackground=ColorResource.getSelectionColor();
  rolloverForeground=Color.WHITE;
  pressedBackground=ColorResource.getDarkBgColor();
  pressedForeground=Color.WHITE;
}
"
3821,"initUI(String,String)",D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\ui\components\DownloadCompleteWnd.java,xdm,89,3599,3282,10,0.0449,0.0411,0.875,13,3,"private void initUI(String file,String folder){
  setUndecorated(true);
  try {
    if (GraphicsEnvironment.getLocalGraphicsEnvironment().getDefaultScreenDevice().isWindowTranslucencySupported(WindowTranslucency.TRANSLUCENT)) {
      setOpacity(0.85f);
    }
  }
 catch (  Exception e) {
    Logger.log(e);
  }
  setIconImage(ImageResource.get(""icon.png"").getImage());
  setSize(350,210);
  setLocationRelativeTo(null);
  setAlwaysOnTop(true);
  getContentPane().setLayout(null);
  getContentPane().setBackground(ColorResource.getDarkestBgColor());
  JPanel titlePanel=new TitlePanel(null,this);
  titlePanel.setOpaque(false);
  titlePanel.setBounds(0,0,350,50);
  add(titlePanel);
  JButton closeBtn=new CustomButton();
  closeBtn.setBounds(310,5,30,30);
  closeBtn.setBackground(ColorResource.getDarkestBgColor());
  closeBtn.setBorderPainted(false);
  closeBtn.setFocusPainted(false);
  closeBtn.setName(""CLOSE"");
  closeBtn.setIcon(ImageResource.get(""close_btn.png""));
  closeBtn.addActionListener(this);
  titlePanel.add(closeBtn);
  JLabel titleLbl=new JLabel(StringResource.get(""CD_TITLE""));
  titleLbl.setFont(FontResource.getBiggerFont());
  titleLbl.setForeground(ColorResource.getSelectionColor());
  titleLbl.setBounds(25,15,200,30);
  titlePanel.add(titleLbl);
  JLabel lineLbl=new JLabel();
  lineLbl.setBackground(ColorResource.getSelectionColor());
  lineLbl.setBounds(0,55,350,1);
  lineLbl.setOpaque(true);
  add(lineLbl);
  JLabel lblFile=new JLabel(StringResource.get(""ND_FILE""),JLabel.RIGHT);
  lblFile.setBounds(0,75,70,20);
  lblFile.setForeground(Color.WHITE);
  add(lblFile);
  JLabel lblSave=new JLabel(StringResource.get(""CD_LOC""),JLabel.RIGHT);
  lblSave.setBounds(0,100,70,20);
  lblSave.setForeground(Color.WHITE);
  add(lblSave);
  txtFile=new JTextField();
  txtFile.setText(file);
  txtFile.setEditable(false);
  txtFile.setBorder(new LineBorder(ColorResource.getSelectionColor(),1));
  txtFile.setBackground(ColorResource.getDarkestBgColor());
  txtFile.setForeground(Color.WHITE);
  txtFile.setBounds(80,75,220,20);
  txtFile.setCaretColor(ColorResource.getSelectionColor());
  add(txtFile);
  txtFolder=new JTextField();
  txtFolder.setText(folder);
  txtFolder.setEditable(false);
  txtFolder.setBorder(new LineBorder(ColorResource.getSelectionColor(),1));
  txtFolder.setBackground(ColorResource.getDarkestBgColor());
  txtFolder.setForeground(Color.WHITE);
  txtFolder.setBounds(80,100,220,20);
  txtFolder.setCaretColor(ColorResource.getSelectionColor());
  add(txtFolder);
  chkDontShow=new JCheckBox(StringResource.get(""MSG_DONT_SHOW_AGAIN""));
  chkDontShow.setBackground(ColorResource.getDarkestBgColor());
  chkDontShow.setName(""MSG_DONT_SHOW_AGAIN"");
  chkDontShow.setForeground(Color.WHITE);
  chkDontShow.setFocusPainted(false);
  chkDontShow.setBounds(75,125,200,20);
  chkDontShow.setIcon(ImageResource.get(""unchecked.png""));
  chkDontShow.setSelectedIcon(ImageResource.get(""checked.png""));
  chkDontShow.addActionListener(this);
  add(chkDontShow);
  JPanel panel=new JPanel(null);
  panel.setBounds(0,155,400,55);
  panel.setBackground(Color.DARK_GRAY);
  add(panel);
  CustomButton btnMore=new CustomButton(StringResource.get(""CD_OPEN_FILE"")), btnDN=new CustomButton(StringResource.get(""CD_OPEN_FOLDER"")), btnCN=new CustomButton(StringResource.get(""ND_CANCEL""));
  btnMore.setBounds(0,1,100,55);
  btnMore.setName(""CTX_OPEN_FILE"");
  styleButton(btnMore);
  panel.add(btnMore);
  btnDN.setBounds(101,1,148,55);
  btnDN.setName(""CTX_OPEN_FOLDER"");
  styleButton(btnDN);
  panel.add(btnDN);
  btnCN.setBounds(250,1,100,55);
  btnCN.setName(""CLOSE"");
  styleButton(btnCN);
  panel.add(btnCN);
}
"
3822,styleButton(CustomButton),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\ui\components\DownloadCompleteWnd.java,xdm,10,17,0,3,0.26,0.3295,0.75,1,1,"private void styleButton(CustomButton btn){
  btn.setBackground(ColorResource.getDarkestBgColor());
  btn.setPressedBackground(ColorResource.getDarkerBgColor());
  btn.setForeground(Color.WHITE);
  btn.setFont(FontResource.getBigFont());
  btn.setBorderPainted(false);
  btn.setMargin(new Insets(0,0,0,0));
  btn.setFocusPainted(false);
  btn.addActionListener(this);
}
"
3823,actionPerformed(ActionEvent),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\ui\components\DownloadCompleteWnd.java,xdm,16,107,94,7,0.1458,0.0864,0.6,4,8,"@Override public void actionPerformed(ActionEvent e){
  if (e.getSource() instanceof JComponent) {
    String name=((JComponent)e.getSource()).getName();
    if (name.startsWith(""MSG_DONT_SHOW_AGAIN"")) {
      Config.getInstance().setShowDownloadCompleteWindow(!chkDontShow.isSelected());
    }
 else     if (name.equals(""CLOSE"")) {
      dispose();
    }
 else     if (name.equals(""CTX_OPEN_FILE"")) {
      try {
        XDMUtils.openFile(txtFile.getText(),txtFolder.getText());
        dispose();
      }
 catch (      Exception e1) {
        Logger.log(e1);
      }
    }
 else     if (name.equals(""CTX_OPEN_FOLDER"")) {
      try {
        XDMUtils.openFolder(txtFile.getText(),txtFolder.getText());
        dispose();
      }
 catch (      Exception e1) {
        Logger.log(e1);
      }
    }
  }
}
"
